Response ID,Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,.,unpredD,SincereD,DanD,TrustD,FriendD,HelpD,MoralD,UnderD,IntellD,SkillD,ConD,CreatD,CapD,AngD,DesD,EmbD,HapD,What is 2 + 4 equal to? - Equal to?,IsoD,VioD,SucD,UnpreS,SinS,DanS,TrustS,FriendS,HelpS,MorS,UndS,IntelS,SkilS,ConS,CreatS,CapS,AngS,DesirS,EmbS,JoyS,What is 1 + 3 equal to? - Equal to?,IsoS,VioS,SucS,Are you a native English speaker?,What is your age? - years,What is your gender?,What is your ethnicity? - Selected Choice,What is your ethnicity? - Other (please specify): - Text,How politically liberal or conservative are you? - SOCIAL ISSUES,How politically liberal or conservative are you? - ECONOMIC ISSUES,"If you have any comments, please enter them here:"
R_1OkLPyTH7J0ITKx,2/27/19 11:08,2/27/19 11:13,0,174.216.43.118,100,302,1,2/27/19 11:13,,,,,47.66310120000001,-122.3029022,anonymous,EN,1,70.0,90.0,5,70.0,60.0,85,100.0,70,90.0,70.0,40.0,90.0,60.0,5,70.0,80,20.0,6.0,90.0,10.0,70.0,80.0,70.0,20.0,40.0,60.0,80.0,70.0,50.0,70.0,70.0,10.0,80.0,30.0,20.0,40.0,90.0,20.0,4.0,90.0,25.0,30.0,1.0,57.0,1.0,5.0,,1.0,1.0,
R_1P5W09zNB6OYmRA,2/27/19 11:09,2/27/19 11:13,0,68.231.247.24,100,269,1,2/27/19 11:13,,,,,36.85580444,-76.0042038,anonymous,EN,1,50.0,50.0,50,50.0,50.0,50,50.0,50,50.0,50.0,50.0,50.0,50.0,50,50.0,50,50.0,6.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,4.0,50.0,50.0,50.0,1.0,25.0,2.0,5.0,,1.0,1.0,
R_1CEdcQHNdSQpGCR,2/27/19 11:08,2/27/19 11:13,0,75.143.210.3,100,328,1,2/27/19 11:13,,,,,47.49499512,-111.25019840000002,anonymous,EN,1,20.0,60.0,10,60.0,51.0,15,60.0,60,50.0,66.0,49.0,50.0,90.0,20,51.0,30,40.0,6.0,80.0,10.0,65.0,80.0,40.0,60.0,40.0,50.0,50.0,50.0,40.0,50.0,60.0,50.0,50.0,70.0,20.0,50.0,10.0,50.0,4.0,90.0,35.0,50.0,1.0,34.0,1.0,5.0,,2.0,6.0,"The instructions were succinct and easy to comprehend. Additionally, the survey is working with no issues or errors encountered. Cheers!"
R_2dijUSqSLi2JuOw,2/27/19 11:08,2/27/19 11:13,0,47.201.133.28,100,325,1,2/27/19 11:13,,,,,28.311203000000003,-81.66429901,anonymous,EN,1,94.0,80.0,99,3.0,4.0,3,86.0,84,81.0,82.0,8.0,80.0,6.0,11,5.0,89,5.0,6.0,2.0,95.0,4.0,95.0,81.0,98.0,91.0,30.0,89.0,15.0,19.0,90.0,21.0,13.0,80.0,15.0,84.0,2.0,10.0,18.0,4.0,2.0,98.0,17.0,1.0,69.0,1.0,5.0,,6.0,6.0,No comment.
R_2QGV5heuQzeRna2,2/27/19 11:08,2/27/19 11:13,0,142.196.134.138,100,306,1,2/27/19 11:13,,,,,28.55880737,-81.34950256,anonymous,EN,1,75.0,95.0,5,50.0,75.0,70,90.0,80,85.0,85.0,5.0,75.0,40.0,10,50.0,50,5.0,6.0,90.0,5.0,50.0,85.0,70.0,65.0,30.0,40.0,50.0,75.0,50.0,80.0,75.0,60.0,75.0,80.0,60.0,50.0,50.0,75.0,4.0,30.0,50.0,50.0,1.0,35.0,1.0,5.0,,7.0,7.0,
R_3mh6Cu25D9QrOn2,2/27/19 11:09,2/27/19 11:13,0,74.120.103.50,100,270,1,2/27/19 11:13,,,,,42.76919556,-86.11640167,anonymous,EN,1,50.0,80.0,40,70.0,60.0,60,75.0,80,75.0,70.0,30.0,85.0,70.0,70,100.0,80,30.0,6.0,85.0,40.0,60.0,60.0,75.0,50.0,70.0,70.0,55.0,75.0,75.0,70.0,70.0,50.0,70.0,65.0,50.0,100.0,70.0,50.0,4.0,50.0,55.0,50.0,1.0,39.0,1.0,5.0,,1.0,2.0,
R_12x27Z2q4Qqj93r,2/27/19 11:08,2/27/19 11:13,0,99.113.23.71,100,314,1,2/27/19 11:13,,,,,32.79240417,-80.10810089,anonymous,EN,1,52.0,71.0,20,74.0,77.0,60,74.0,49,76.0,72.0,51.0,40.0,63.0,30,60.0,29,38.0,6.0,70.0,5.0,70.0,85.0,76.0,90.0,58.0,63.0,63.0,75.0,60.0,86.0,71.0,52.0,60.0,77.0,62.0,67.0,51.0,62.0,4.0,35.0,87.0,67.0,1.0,57.0,2.0,5.0,,4.0,4.0,
R_12FvBgN2FXGB3ib,2/27/19 11:10,2/27/19 11:13,0,24.5.47.179,100,226,1,2/27/19 11:13,,,,,38.097305299999995,-122.58369450000001,anonymous,EN,1,59.0,62.0,29,61.0,70.0,69,54.0,68,51.0,50.0,29.0,62.0,50.0,71,26.0,61,13.0,6.0,73.0,19.0,51.0,91.0,34.0,63.0,17.0,63.0,79.0,50.0,31.0,63.0,50.0,73.0,72.0,40.0,72.0,28.0,58.0,69.0,4.0,72.0,65.0,27.0,1.0,54.0,1.0,5.0,,2.0,2.0,
R_8kd0G8KqVCRcP8R,2/27/19 11:07,2/27/19 11:13,0,75.185.236.82,100,358,1,2/27/19 11:13,,,,,39.8769989,-84.33190155,anonymous,EN,1,71.0,100.0,20,100.0,100.0,98,100.0,100,91.0,100.0,10.0,100.0,30.0,20,40.0,50,0.0,6.0,81.0,0.0,29.0,100.0,40.0,100.0,0.0,0.0,60.0,60.0,10.0,90.0,26.0,100.0,100.0,10.0,100.0,0.0,0.0,15.0,4.0,100.0,96.0,2.0,1.0,44.0,2.0,5.0,,1.0,1.0,
R_1GPNzSsrACmWp8f,2/27/19 11:09,2/27/19 11:13,0,70.165.112.181,100,261,1,2/27/19 11:13,,,,,30.40890503,-91.084198,anonymous,EN,1,1.0,51.0,1,46.0,52.0,40,,60,49.0,49.0,62.0,78.0,38.0,42,32.0,21,51.0,6.0,51.0,61.0,67.0,1.0,66.0,1.0,42.0,72.0,35.0,57.0,17.0,50.0,1.0,51.0,32.0,27.0,27.0,33.0,22.0,32.0,4.0,1.0,71.0,1.0,1.0,29.0,1.0,5.0,,2.0,1.0,
R_3dJTpghK6gAe5ck,2/27/19 11:08,2/27/19 11:14,0,73.48.57.9,100,325,1,2/27/19 11:14,,,,,39.05180359,-94.40460205,anonymous,EN,1,80.0,85.0,25,75.0,75.0,50,85.0,85,90.0,80.0,35.0,70.0,90.0,50,65.0,50,45.0,6.0,65.0,50.0,80.0,65.0,80.0,50.0,85.0,50.0,50.0,85.0,80.0,90.0,75.0,35.0,50.0,85.0,50.0,75.0,70.0,50.0,4.0,70.0,50.0,50.0,1.0,47.0,2.0,5.0,,3.0,3.0,Thank you.
R_3Ko0xVGR0kHx7j3,2/27/19 11:09,2/27/19 11:14,0,107.77.218.83,100,283,1,2/27/19 11:14,,,,,29.73730469,-95.39720154,anonymous,EN,1,36.0,75.0,5,31.0,27.0,61,50.0,33,77.0,44.0,12.0,76.0,37.0,78,37.0,85,12.0,6.0,80.0,6.0,22.0,91.0,72.0,62.0,21.0,20.0,70.0,50.0,38.0,64.0,19.0,8.0,72.0,16.0,15.0,17.0,2.0,51.0,4.0,87.0,15.0,17.0,1.0,41.0,1.0,5.0,,5.0,5.0,
R_UVCoJw91cNFGlCV,2/27/19 11:09,2/27/19 11:14,0,99.57.16.33,100,296,1,2/27/19 11:14,,,,,29.65840149,-98.498703,anonymous,EN,1,60.0,84.0,10,61.0,32.0,13,88.0,81,58.0,55.0,14.0,60.0,47.0,53,51.0,34,3.0,6.0,84.0,10.0,45.0,61.0,50.0,10.0,74.0,33.0,40.0,68.0,32.0,56.0,50.0,10.0,74.0,63.0,46.0,47.0,36.0,41.0,4.0,81.0,10.0,39.0,1.0,43.0,2.0,5.0,,3.0,3.0,thank you!
R_21Bv7s7uxPEFWGQ,2/27/19 11:09,2/27/19 11:14,0,70.175.81.177,100,290,1,2/27/19 11:14,,,,,33.73519897,-112.12940220000002,anonymous,EN,1,0.0,92.0,8,93.0,92.0,9,99.0,92,92.0,100.0,98.0,61.0,100.0,9,92.0,5,92.0,6.0,60.0,10.0,97.0,100.0,50.0,100.0,0.0,60.0,100.0,9.0,9.0,72.0,8.0,9.0,82.0,0.0,41.0,9.0,5.0,70.0,4.0,90.0,91.0,10.0,1.0,42.0,1.0,5.0,,6.0,6.0,
R_6hP7DfzTTrFDJeh,2/27/19 11:08,2/27/19 11:14,0,104.244.146.67,100,309,1,2/27/19 11:14,,,,,32.14430237,-85.71489716,anonymous,EN,1,87.0,80.0,54,50.0,8.0,92,29.0,68,50.0,75.0,28.0,15.0,25.0,92,5.0,20,9.0,6.0,91.0,40.0,21.0,100.0,0.0,100.0,0.0,50.0,84.0,0.0,0.0,27.0,0.0,42.0,30.0,83.0,93.0,0.0,26.0,41.0,4.0,100.0,97.0,0.0,1.0,39.0,2.0,3.0,,4.0,4.0,
R_2dQ1Wt68nQdstEk,2/27/19 11:08,2/27/19 11:14,0,68.115.235.85,100,312,1,2/27/19 11:14,,,,,34.94529724,-82.22090149,anonymous,EN,1,85.0,71.0,56,73.0,34.0,13,91.0,81,31.0,88.0,27.0,10.0,85.0,13,4.0,94,8.0,6.0,22.0,32.0,54.0,94.0,78.0,17.0,32.0,58.0,15.0,71.0,57.0,56.0,51.0,15.0,31.0,39.0,79.0,27.0,100.0,46.0,4.0,92.0,22.0,18.0,1.0,31.0,1.0,5.0,,3.0,6.0,thank you
R_10Pmf7E18ol2yjY,2/27/19 11:09,2/27/19 11:14,0,196.18.237.172,100,264,1,2/27/19 11:14,,,,,39.09970093,-94.57859802,anonymous,EN,1,13.0,26.0,71,40.0,32.0,76,10.0,22,31.0,33.0,18.0,29.0,31.0,63,20.0,78,19.0,6.0,82.0,61.0,39.0,25.0,22.0,80.0,20.0,27.0,15.0,22.0,22.0,22.0,19.0,23.0,14.0,19.0,80.0,24.0,80.0,7.0,4.0,83.0,79.0,24.0,1.0,32.0,1.0,5.0,,3.0,3.0,nothing
R_1CjS2h2uA1hPw5o,2/27/19 11:10,2/27/19 11:14,0,107.5.199.80,100,246,1,2/27/19 11:14,,,,,42.91040039,-85.82759857,anonymous,EN,1,14.0,61.0,1,69.0,38.0,18,56.0,72,51.0,50.0,31.0,13.0,32.0,2,29.0,15,7.0,6.0,52.0,3.0,37.0,80.0,36.0,42.0,24.0,51.0,31.0,50.0,44.0,51.0,51.0,62.0,70.0,53.0,27.0,37.0,15.0,51.0,4.0,14.0,23.0,40.0,1.0,36.0,2.0,5.0,,6.0,6.0,
R_3lSIOzq87LBcQCN,2/27/19 11:09,2/27/19 11:14,0,75.167.152.184,100,269,1,2/27/19 11:14,,,,,33.4683075,-112.0549011,anonymous,EN,1,55.0,92.0,19,92.0,83.0,62,74.0,92,79.0,83.0,51.0,58.0,83.0,71,51.0,61,42.0,6.0,74.0,40.0,83.0,83.0,52.0,92.0,20.0,41.0,62.0,31.0,30.0,92.0,62.0,52.0,93.0,32.0,72.0,31.0,52.0,21.0,4.0,84.0,51.0,30.0,1.0,55.0,2.0,5.0,,4.0,4.0,
R_1hZouRkA8VYPqKL,2/27/19 11:09,2/27/19 11:14,0,108.234.235.187,100,300,1,2/27/19 11:14,,,,,29.68840027,-95.05130005,anonymous,EN,1,61.0,81.0,6,18.0,71.0,30,71.0,71,94.0,72.0,9.0,60.0,59.0,40,61.0,18,19.0,6.0,60.0,19.0,59.0,92.0,16.0,100.0,10.0,23.0,81.0,71.0,41.0,81.0,51.0,17.0,71.0,40.0,61.0,21.0,40.0,19.0,4.0,80.0,70.0,72.0,1.0,30.0,2.0,5.0,,2.0,2.0,
R_1NaIhgveDV11w7a,2/27/19 11:09,2/27/19 11:14,0,154.77.22.252,100,258,1,2/27/19 11:14,,,,,-1.284103394,36.81550598,anonymous,EN,1,35.0,84.0,35,28.0,46.0,40,26.0,28,61.0,79.0,62.0,58.0,86.0,38,65.0,37,72.0,6.0,71.0,42.0,46.0,11.0,11.0,37.0,92.0,13.0,38.0,57.0,44.0,28.0,70.0,81.0,54.0,80.0,23.0,40.0,40.0,14.0,4.0,68.0,62.0,33.0,1.0,28.0,1.0,3.0,,3.0,,
R_AHfi40jtC6HXV9T,2/27/19 11:08,2/27/19 11:14,0,71.72.17.71,100,319,1,2/27/19 11:14,,,,,41.43200684,-82.20379639,anonymous,EN,1,40.0,40.0,10,50.0,50.0,50,50.0,70,60.0,40.0,40.0,60.0,30.0,50,30.0,10,10.0,6.0,70.0,30.0,50.0,70.0,20.0,40.0,20.0,40.0,60.0,50.0,50.0,30.0,30.0,30.0,60.0,30.0,60.0,20.0,10.0,50.0,4.0,60.0,50.0,40.0,1.0,25.0,1.0,7.0,,4.0,4.0,
R_28CzJ2S2MDaKD4x,2/27/19 11:09,2/27/19 11:14,0,75.128.183.238,100,302,1,2/27/19 11:14,,,,,43.6013031,-84.77359772,anonymous,EN,1,7.0,58.0,2,86.0,50.0,13,92.0,51,88.0,79.0,32.0,50.0,86.0,51,40.0,67,24.0,6.0,50.0,5.0,49.0,18.0,57.0,5.0,49.0,50.0,24.0,93.0,62.0,81.0,78.0,51.0,51.0,87.0,27.0,31.0,62.0,51.0,4.0,50.0,4.0,76.0,1.0,34.0,1.0,5.0,,1.0,1.0,
R_2WCmN0pnCNM1148,2/27/19 11:09,2/27/19 11:14,0,24.23.240.155,100,300,1,2/27/19 11:14,,,,,37.84309387,-122.24020390000001,anonymous,EN,1,20.0,50.0,18,50.0,50.0,27,50.0,50,50.0,50.0,50.0,50.0,50.0,50,50.0,10,10.0,6.0,70.0,10.0,50.0,80.0,50.0,20.0,20.0,50.0,70.0,50.0,50.0,50.0,20.0,20.0,60.0,30.0,20.0,30.0,20.0,30.0,4.0,70.0,20.0,19.0,1.0,47.0,1.0,5.0,,3.0,3.0,
R_2coSN965gBy5Uzd,2/27/19 11:10,2/27/19 11:14,0,107.170.127.117,100,255,1,2/27/19 11:14,,,,,40.73080444,-73.99749756,anonymous,EN,1,100.0,0.0,100,0.0,0.0,100,100.0,0,51.0,50.0,0.0,0.0,50.0,100,51.0,99,0.0,6.0,0.0,99.0,50.0,52.0,51.0,0.0,48.0,50.0,100.0,50.0,49.0,51.0,50.0,0.0,50.0,99.0,50.0,98.0,99.0,49.0,4.0,98.0,0.0,53.0,1.0,34.0,1.0,3.0,,1.0,1.0,
R_115yfy703M7v2XN,2/27/19 11:08,2/27/19 11:14,0,75.182.37.224,100,349,1,2/27/19 11:14,,,,,33.83430481,-78.66059875,anonymous,EN,1,92.0,55.0,66,39.0,63.0,61,74.0,56,,64.0,72.0,77.0,54.0,72,58.0,48,19.0,6.0,62.0,59.0,55.0,99.0,21.0,100.0,1.0,68.0,37.0,39.0,1.0,69.0,38.0,49.0,91.0,47.0,100.0,56.0,12.0,54.0,4.0,48.0,100.0,42.0,1.0,41.0,2.0,5.0,,1.0,1.0,
R_3spluMzdu21IbLw,2/27/19 11:09,2/27/19 11:14,0,98.166.80.33,100,315,1,2/27/19 11:14,,,,,37.16859436,-76.45809937,anonymous,EN,1,31.0,52.0,27,50.0,39.0,35,50.0,41,50.0,50.0,24.0,32.0,50.0,72,51.0,51,19.0,6.0,40.0,71.0,50.0,61.0,50.0,43.0,42.0,62.0,51.0,50.0,53.0,71.0,60.0,52.0,51.0,51.0,72.0,70.0,56.0,53.0,4.0,50.0,65.0,50.0,2.0,39.0,2.0,2.0,,4.0,4.0,thank you
R_25LAerjJS5yCIdh,2/27/19 11:10,2/27/19 11:14,0,76.178.136.48,100,261,1,2/27/19 11:14,,,,,46.730896,-116.9897003,anonymous,EN,1,49.0,51.0,20,50.0,19.0,26,50.0,49,50.0,50.0,16.0,49.0,50.0,9,8.0,49,14.0,6.0,92.0,15.0,50.0,85.0,40.0,65.0,20.0,26.0,27.0,51.0,50.0,50.0,52.0,19.0,50.0,50.0,24.0,5.0,50.0,11.0,4.0,93.0,49.0,19.0,1.0,50.0,2.0,4.0,,7.0,7.0,
R_3qkx2oySsKiD0ae,2/27/19 11:08,2/27/19 11:14,0,207.250.98.2,100,338,1,2/27/19 11:14,,,,,43.08590698,-87.97419739,anonymous,EN,1,25.0,80.0,18,90.0,60.0,80,90.0,60,86.0,75.0,15.0,40.0,80.0,80,51.0,85,15.0,6.0,95.0,12.0,40.0,95.0,50.0,74.0,29.0,47.0,90.0,50.0,31.0,75.0,38.0,11.0,27.0,25.0,70.0,15.0,55.0,18.0,4.0,90.0,80.0,11.0,1.0,40.0,1.0,5.0,,2.0,3.0,
R_3NVCxWNwtPrx5Xn,2/27/19 11:10,2/27/19 11:14,0,184.60.33.110,100,232,1,2/27/19 11:14,,,,,44.09280396,-121.29359440000002,anonymous,EN,1,10.0,95.0,0,80.0,85.0,30,65.0,90,75.0,70.0,20.0,75.0,70.0,20,60.0,10,30.0,6.0,40.0,10.0,70.0,80.0,90.0,30.0,60.0,80.0,70.0,80.0,60.0,70.0,70.0,10.0,70.0,80.0,60.0,10.0,90.0,70.0,4.0,40.0,40.0,50.0,1.0,23.0,2.0,5.0,,2.0,2.0,
R_pm8LSy9C60DJ3Al,2/27/19 11:08,2/27/19 11:14,0,209.95.56.51,100,366,1,2/27/19 11:14,,,,,40.75590515,-111.896698,anonymous,EN,1,81.0,41.0,84,59.0,71.0,58,65.0,30,51.0,71.0,82.0,46.0,60.0,67,63.0,69,80.0,6.0,65.0,51.0,91.0,17.0,50.0,37.0,39.0,62.0,44.0,62.0,17.0,32.0,44.0,82.0,53.0,49.0,58.0,62.0,60.0,70.0,4.0,39.0,39.0,94.0,1.0,32.0,2.0,5.0,,4.0,2.0,good job
R_8k9pLouecbMpjpL,2/27/19 11:09,2/27/19 11:14,0,73.49.74.10,100,296,1,2/27/19 11:14,,,,,27.28889465,-80.29799652,anonymous,EN,1,81.0,49.0,51,52.0,19.0,70,50.0,51,49.0,50.0,19.0,20.0,30.0,60,19.0,82,9.0,6.0,9.0,50.0,41.0,82.0,50.0,82.0,81.0,29.0,71.0,50.0,50.0,50.0,51.0,50.0,51.0,41.0,72.0,50.0,70.0,21.0,4.0,80.0,71.0,19.0,1.0,66.0,1.0,5.0,,6.0,5.0,
R_3OfDWL3XHbx6niy,2/27/19 11:09,2/27/19 11:14,0,72.223.101.247,100,289,1,2/27/19 11:14,,,,,33.65629578,-112.17060090000001,anonymous,EN,1,66.0,61.0,34,56.0,44.0,74,58.0,62,71.0,59.0,37.0,93.0,75.0,29,60.0,67,20.0,6.0,82.0,29.0,41.0,92.0,40.0,85.0,53.0,54.0,34.0,53.0,55.0,61.0,51.0,36.0,80.0,52.0,86.0,51.0,57.0,52.0,4.0,86.0,83.0,53.0,1.0,64.0,2.0,5.0,,2.0,2.0,
R_3CZAwZaqFEwxdXu,2/27/19 11:09,2/27/19 11:14,0,71.80.166.202,100,295,1,2/27/19 11:14,,,,,34.13699341,-118.2375946,anonymous,EN,1,90.0,60.0,40,71.0,49.0,91,79.0,71,82.0,70.0,50.0,50.0,71.0,80,70.0,40,40.0,6.0,90.0,60.0,62.0,94.0,39.0,91.0,20.0,31.0,82.0,30.0,20.0,78.0,72.0,60.0,71.0,51.0,70.0,41.0,80.0,31.0,4.0,80.0,92.0,40.0,2.0,37.0,2.0,5.0,,2.0,,
R_3PdW650JkalmwcF,2/27/19 11:09,2/27/19 11:14,0,68.205.177.92,100,323,1,2/27/19 11:14,,,,,29.13830566,-80.99559784,anonymous,EN,1,30.0,65.0,25,50.0,50.0,83,86.0,15,70.0,50.0,4.0,10.0,14.0,5,10.0,49,2.0,6.0,91.0,10.0,29.0,100.0,50.0,34.0,0.0,50.0,93.0,81.0,13.0,71.0,70.0,0.0,50.0,67.0,70.0,24.0,71.0,0.0,4.0,86.0,50.0,40.0,1.0,55.0,1.0,5.0,,3.0,5.0,
R_2R8SjrF2CYb6pNi,2/27/19 11:08,2/27/19 11:14,0,76.172.80.82,100,380,1,2/27/19 11:14,,,,,32.80029297,-117.24380490000001,anonymous,EN,1,60.0,75.0,40,50.0,50.0,72,50.0,50,65.0,50.0,40.0,75.0,50.0,60,40.0,55,30.0,6.0,60.0,50.0,50.0,85.0,50.0,55.0,35.0,50.0,50.0,50.0,50.0,50.0,50.0,40.0,65.0,50.0,50.0,30.0,50.0,40.0,4.0,67.0,55.0,50.0,1.0,35.0,2.0,5.0,,1.0,3.0,
R_3m7yZKRXs2Ok4X4,2/27/19 11:09,2/27/19 11:14,0,50.84.39.66,100,310,1,2/27/19 11:14,,,,,29.45100403,-98.61689758,anonymous,EN,1,72.0,51.0,51,58.0,3.0,69,1.0,6,53.0,50.0,4.0,2.0,52.0,2,6.0,36,3.0,6.0,2.0,44.0,50.0,91.0,49.0,79.0,5.0,24.0,95.0,67.0,23.0,50.0,12.0,14.0,14.0,11.0,50.0,15.0,71.0,24.0,4.0,90.0,51.0,10.0,2.0,41.0,2.0,5.0,,5.0,5.0,Thank you
R_rjrNZqYKVuaM3UB,2/27/19 11:11,2/27/19 11:14,0,108.48.116.28,100,214,1,2/27/19 11:14,,,,,38.93069458,-77.16729736,anonymous,EN,1,37.0,49.0,40,60.0,41.0,28,48.0,38,69.0,83.0,69.0,58.0,39.0,33,25.0,38,46.0,6.0,65.0,28.0,36.0,33.0,64.0,43.0,67.0,53.0,47.0,46.0,71.0,55.0,63.0,56.0,68.0,55.0,30.0,59.0,37.0,81.0,4.0,43.0,72.0,62.0,1.0,38.0,1.0,2.0,,2.0,3.0,none
R_1mfuCMtrjiozeFk,2/27/19 11:12,2/27/19 11:14,0,104.191.117.34,100,125,1,2/27/19 11:14,,,,,34.07969666,-83.93280029,anonymous,EN,1,20.0,41.0,23,55.0,70.0,61,53.0,26,55.0,32.0,22.0,86.0,85.0,20,47.0,64,0.0,6.0,89.0,13.0,56.0,85.0,32.0,60.0,39.0,50.0,46.0,28.0,29.0,82.0,66.0,44.0,82.0,90.0,69.0,38.0,41.0,40.0,4.0,32.0,54.0,73.0,1.0,26.0,1.0,5.0,,5.0,5.0,
R_3s7eNun8YaqfVZ0,2/27/19 11:10,2/27/19 11:14,0,108.89.41.224,100,290,1,2/27/19 11:14,,,,,30.08399963,-81.86450195,anonymous,EN,1,97.0,52.0,83,35.0,51.0,78,89.0,51,92.0,,39.0,66.0,50.0,50,29.0,81,16.0,6.0,94.0,88.0,65.0,100.0,53.0,100.0,6.0,50.0,83.0,80.0,50.0,94.0,39.0,25.0,74.0,30.0,93.0,22.0,83.0,29.0,4.0,95.0,96.0,25.0,1.0,65.0,1.0,5.0,,6.0,6.0,
R_eUQeZMTR5zk0vSN,2/27/19 11:09,2/27/19 11:14,0,47.196.158.86,100,321,1,2/27/19 11:14,,,,,28.07260132,-82.55899811,anonymous,EN,1,10.0,50.0,1,50.0,29.0,91,50.0,50,50.0,50.0,9.0,50.0,19.0,1,1.0,18,0.0,6.0,100.0,0.0,29.0,100.0,21.0,100.0,1.0,10.0,71.0,1.0,1.0,51.0,30.0,,89.0,9.0,81.0,1.0,1.0,29.0,4.0,81.0,60.0,8.0,1.0,46.0,2.0,5.0,,4.0,3.0,"In case sliders did not work correctly, 2+4=6, 1+3=4. Thank you."
R_2bHNNAxdzw87tzj,2/27/19 11:10,2/27/19 11:15,0,172.58.41.3,100,277,1,2/27/19 11:15,,,,,47.39570618,-122.3036041,anonymous,EN,1,100.0,20.0,100,10.0,10.0,70,30.0,20,50.0,50.0,20.0,50.0,10.0,90,0.0,70,10.0,6.0,90.0,80.0,20.0,100.0,10.0,90.0,20.0,10.0,90.0,30.0,10.0,50.0,50.0,25.0,50.0,20.0,70.0,0.0,20.0,50.0,4.0,80.0,75.0,10.0,1.0,45.0,1.0,2.0,,7.0,7.0,
R_2E6t5TQFQ822Bfm,2/27/19 11:13,2/27/19 11:15,0,97.80.23.162,100,113,1,2/27/19 11:15,,,,,30.56680298,-90.48200226,anonymous,EN,1,21.0,93.0,1,84.0,46.0,18,59.0,61,81.0,57.0,14.0,57.0,78.0,2,30.0,20,1.0,6.0,90.0,15.0,35.0,100.0,1.0,81.0,1.0,43.0,21.0,44.0,6.0,35.0,1.0,19.0,82.0,61.0,88.0,14.0,50.0,1.0,4.0,22.0,57.0,1.0,1.0,41.0,2.0,5.0,,3.0,4.0,
R_3HiamDatlJt4UZA,2/27/19 11:11,2/27/19 11:15,0,69.181.223.187,100,215,1,2/27/19 11:15,,,,,37.77999878,-122.4649963,anonymous,EN,1,55.0,88.0,27,70.0,55.0,24,67.0,75,76.0,71.0,36.0,80.0,84.0,35,39.0,67,20.0,6.0,64.0,24.0,39.0,77.0,80.0,60.0,66.0,60.0,45.0,50.0,82.0,79.0,68.0,27.0,76.0,55.0,35.0,39.0,72.0,25.0,4.0,65.0,40.0,34.0,1.0,40.0,1.0,5.0,,3.0,6.0,
R_3kvq8Z277FTfbyX,2/27/19 11:09,2/27/19 11:15,0,71.68.54.117,100,366,1,2/27/19 11:15,,,,,35.11500549,-80.70610046,anonymous,EN,1,63.0,50.0,61,50.0,40.0,56,50.0,42,50.0,50.0,29.0,46.0,40.0,45,36.0,60,16.0,6.0,71.0,50.0,36.0,74.0,50.0,60.0,50.0,50.0,61.0,50.0,40.0,50.0,50.0,27.0,50.0,35.0,50.0,40.0,50.0,24.0,4.0,61.0,50.0,37.0,1.0,38.0,1.0,2.0,,2.0,2.0,No comment
R_3hhUakwJotDxg7u,2/27/19 11:08,2/27/19 11:15,0,98.116.230.96,100,379,1,2/27/19 11:15,,,,,40.57670593,-73.98840332,anonymous,EN,1,25.0,70.0,40,50.0,50.0,50,50.0,60,50.0,40.0,10.0,25.0,60.0,45,25.0,70,0.0,6.0,75.0,10.0,50.0,75.0,30.0,60.0,25.0,40.0,75.0,50.0,25.0,40.0,15.0,0.0,10.0,40.0,50.0,0.0,75.0,0.0,4.0,90.0,60.0,15.0,1.0,32.0,1.0,2.0,,1.0,3.0,"Please use larger numbers that end with zeroes for your attention checks instead of the lower numbers you're using now, e.g.: 10+30 instead of 1+3."
R_1LtUINcS9VubYay,2/27/19 11:09,2/27/19 11:15,0,23.244.210.186,100,321,1,2/27/19 11:15,,,,,34.05839539,-118.27799990000001,anonymous,EN,1,73.0,44.0,58,45.0,50.0,33,46.0,34,37.0,41.0,57.0,71.0,66.0,35,35.0,52,59.0,6.0,47.0,58.0,83.0,57.0,58.0,60.0,27.0,66.0,51.0,23.0,43.0,43.0,46.0,53.0,72.0,36.0,54.0,45.0,81.0,72.0,4.0,38.0,57.0,25.0,1.0,35.0,1.0,5.0,,5.0,6.0,good survey
R_27KBQp0OpoO9txF,2/27/19 11:08,2/27/19 11:15,0,98.166.186.51,100,382,1,2/27/19 11:15,,,,,37.04359436,-76.34259796,anonymous,EN,1,40.0,50.0,30,50.0,50.0,50,50.0,50,50.0,50.0,50.0,50.0,50.0,70,50.0,50,30.0,6.0,30.0,50.0,50.0,60.0,50.0,70.0,49.0,50.0,60.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,77.0,50.0,70.0,50.0,4.0,70.0,60.0,50.0,1.0,50.0,2.0,5.0,,6.0,6.0,interesting
